qm9_id,split
60449,train
39764,train
63433,test
8205,train
99936,train
8357,train
59006,train
4972,train
1833,train
63381,train
123222,test
23904,train
7344,train
68038,train
5718,train
116830,train
18803,train
396,val
20543,train
26372,train
35666,train
2615,val
124443,val
137,train
128886,train
128303,train
68399,val
37577,train
89570,val
5662,train
7576,test
23866,test
185,train
52575,train
128989,train
99933,train
74144,train
33366,train
35663,train
77517,train
26110,train
58685,train
73770,train
133551,train
8605,train
38298,val
96724,test
14788,val
5969,train
47,train
560,train
24353,test
106823,train
8209,train
19091,train
4532,test
38869,test
57689,train
5914,train
63445,test
1153,train
37862,train
42032,train
9693,train
1084,val
1034,train
3709,train
86466,train
59781,train
37774,train
14392,test
21346,train
32536,val
117642,train
2127,train
35142,train
6204,val
121477,train
2043,train
78518,train
1349,val
106403,train
32518,train
116662,train
42189,train
7723,train
57727,train
98525,train
14752,train
3683,train
17735,train
20215,train
100073,train
23909,train
46519,train
34475,train
5929,test
31572,train
26938,train
57492,train
6179,train
6328,train
29552,train
47271,train
133789,train
57995,train
33582,train
38404,train
62637,train
58700,val
1194,train
123079,train
10239,test
124438,train
3882,val
68653,train
20411,train
17838,val
86462,test
123246,train
121744,train
131329,train
117709,train
49329,test
22409,train
58712,train
4499,train
25432,val
1134,train
18985,train
26181,train
66234,train
5059,train
101980,train
16027,val
132394,test
117713,train
4044,train
65886,test
67734,train
63514,train
18767,train
100067,val
73772,test
26679,train
39999,train
57241,train
75608,train
117044,train
56107,train
63049,val
11073,train
123203,train
68009,val
18809,train
27380,train
4590,train
133647,train
58621,val
53643,train
133492,train
52085,val
26711,train
33368,train
10077,train
42070,train
116863,train
92,train
37337,val
65472,train
16024,train
48071,train
29770,train
29270,train
63041,train
97529,train
63506,val
5719,train
127115,test
36016,train
68470,train
485,train
68034,val
37329,train
6083,train
3179,train
26370,train
2636,train
11067,val
38689,train
1522,train
104802,train
6151,train
3607,train
102347,train
19087,test
97432,train
24674,train
3732,train
24350,train
26111,train
16,train
123191,train
68067,train
70889,train
2904,train
128484,val
90275,train
123314,train
525,train
6761,train
103755,val
36600,train
32451,train
5154,train
26088,train
397,val
63142,train
37847,train
63297,train
121574,train
127113,train
4227,train
97874,train
123268,train
63369,train
39901,train
1154,train
63238,train
28003,train
68898,train
121847,train
68293,train
57687,train
58436,train
7036,test
57403,train
72401,train
10363,train
1148,train
99426,train
24995,test
36810,train
54288,train
7662,train
4021,test
8523,train
830,train
8670,train
124853,train
315,train
29638,val
64117,train
102352,test
124087,train
68073,train
105539,train
37579,train
5949,train
44,test
63141,train
31074,train
57332,train
37656,test
58339,train
13192,train
46469,train
3535,train
17266,train
7432,train
64315,train
113053,train
6064,train
2541,train
75753,test
7003,train
42380,train
24869,train
2678,train
29567,train
3268,train
7866,test
68113,train
8775,train
124483,train
40687,train
110137,train
125503,train
27,train
1643,test
64809,test
106339,train
57377,val
39955,val
34841,train
6771,train
62881,train
42387,train
66351,train
7718,train
3877,train
42242,train
59004,train
130495,train
7,train
86442,train
65882,train
62653,train
63333,test
55636,train
42018,train
63372,val
133453,train
98188,train
1159,train
12442,train
55628,test
47284,train
123194,train
20493,train
106419,train
63434,val
124461,train
106415,train
133810,train
19315,train
127418,train
68577,test
7821,train
7822,val
106407,train
121835,val
10839,train
33565,train
39622,train
57991,train
24319,val
22320,test
63508,train
122291,train
12425,val
47278,train
7579,train
74054,train
26497,train
65881,test
117710,train
38732,test
117089,train
73,val
174,train
85974,train
63845,train
43846,val
99956,train
1274,train
98790,train
123248,train
6593,train
57700,test
13205,train
14036,train
363,val
124099,train
5884,train
2682,train
57345,train
1133,train
4956,train
65258,train
19088,train
22411,train
19079,train
2546,train
65080,train
13930,train
99202,train
85394,train
116639,train
16365,train
54385,train
62882,train
7435,train
63265,train
6180,train
37007,train
130496,train
13872,train
17910,train
128455,train
98251,train
77492,train
118673,train
50971,train
12695,test
14,train
53981,train
118660,val
123192,test
52733,train
2075,train
22387,train
13913,train
39789,train
7728,train
89547,train
124583,train
8359,val
67621,train
3630,train
17740,train
133700,train
6269,train
645,test
4538,train
53525,train
64121,train
68219,test
123071,train
1697,train
117622,train
57841,train
37682,train
124446,train
5896,train
12494,train
57371,val
120,train
26269,test
30431,train
1173,train
124851,train
74274,train
7428,train
70864,train
26309,train
5296,test
65220,test
63261,val
124526,train
57681,train
77939,train
133620,train
26119,train
8715,test
108256,train
72402,train
77512,train
63295,train
55379,test
124501,train
99942,train
121841,train
7057,train
121806,train
39850,train
24757,train
14189,train
3876,train
124521,train
122878,val
24010,train
68134,train
10800,train
53726,train
90007,test
102,train
127426,train
17924,train
2527,train
68107,train
62710,train
62935,train
17975,train
3606,train
30211,val
55633,train
635,train
44922,train
62548,train
55745,test
123197,train
53676,train
77424,test
98197,train
46291,test
21886,train
119259,test
124601,train
70325,train
6056,train
19742,train
41309,test
36015,train
8400,train
63745,train
6583,train
6596,train
1138,val
8505,train
36602,train
988,train
63336,test
43095,val
42527,train
37845,train
59266,train
42030,train
41957,train
54386,train
71881,train
32612,train
1702,train
62301,train
10694,train
748,train
5902,val
5113,train
14702,train
24989,train
12309,train
64297,train
26708,train
10792,val
98584,train
117190,train
66380,train
130322,train
122858,train
7695,test
75572,train
8346,train
42098,train
38280,train
65019,train
10781,train
63331,train
2699,val
68453,train
68183,train
26701,test
3627,train
59107,test
57996,train
14491,train
31790,train
44498,train
54583,train
36596,val
42138,test
90274,train
9356,val
12120,val
130472,train
10161,train
712,train
8955,train
14801,train
122883,train
96650,train
38297,train
57621,train
57547,train
5858,train
97331,train
133535,test
2854,train
52851,train
63240,train
6862,train
36038,train
7404,train
99940,train
52450,train
6942,test
5814,train
33263,train
121735,train
14528,train
50144,test
65790,train
41745,train
232,train
133520,train
105525,train
37076,train
2029,train
59187,train
48218,train
124854,train
130634,train
43844,train
58523,train
76785,train
18122,train
27157,train
1103,train
24866,train
121638,val
10681,train
62880,train
117620,val
53052,val
124450,test
57273,train
98198,train
42531,train
31573,train
33285,train
74259,train
23912,train
22041,train
100129,val
38641,train
23808,train
63843,test
11865,train
1131,val
60890,train
7722,train
124535,train
26363,train
18094,train
23522,train
124863,train
68286,train
24993,train
750,train
474,train
314,train
52863,train
5950,train
746,train
2350,train
23996,val
1928,train
27537,train
62297,train
12118,train
122840,train
2640,train
124466,test
8804,train
26167,train
8160,train
98975,train
128483,train
993,train
26251,train
99948,train
124482,test
57502,train
133640,val
59864,train
14697,train
123196,train
124542,train
135,val
26143,train
98167,train
48190,train
119009,train
47274,train
63394,train
3488,train
157,train
41042,train
64112,train
2359,train
360,train
59562,train
123259,train
643,train
5083,train
122876,train
2689,train
6103,train
24356,val
710,train
77718,train
35674,train
27400,train
20377,train
121733,train
1526,test
28455,train
123078,train
389,test
1888,train
106830,train
12146,test
5828,train
133747,train
117484,train
64355,train
561,train
52521,train
26942,train
123114,train
76374,train
108253,train
63131,val
19440,train
113076,train
6859,train
12,val
24863,val
124453,train
122288,train
18983,test
126598,train
3,train
1520,train
14488,test
7357,train
117694,train
1149,val
58713,train
1132,test
32580,train
77679,train
38323,train
43608,train
100096,train
71993,val
29907,train
6229,test
219,train
10680,train
364,train
55627,train
29684,train
29860,val
99198,train
15920,train
63367,test
7414,test
111135,train
2491,train
133806,train
17688,train
128477,train
5968,train
98531,train
26650,train
1661,train
8604,val
65154,train
30,train
38794,test
1096,train
63328,train
124528,train
367,train
122284,train
36963,train
63403,train
124619,train
122290,val
9348,train
14240,train
504,train
5979,val
5798,val
63374,train
133552,train
6139,train
53790,train
97433,val
117716,train
63298,train
47276,test
63549,train
54298,train
29646,val
59457,train
123188,train
20542,train
2011,train
21031,train
63808,train
5057,train
123077,train
20558,val
130902,train
80018,train
65920,train
44099,train
133491,val
14687,train
17657,train
64196,train
52614,train
10858,train
36200,train
62294,val
63252,train
42095,val
57688,train
37978,train
6588,train
53809,test
26462,train
65892,train
37608,train
119349,train
65026,val
104699,train
6209,test
89557,train
26109,train
118640,train
64097,train
21094,val
63340,train
22039,val
6599,val
58694,train
64036,train
124545,train
18095,val
5885,train
63443,train
64083,train
57619,train
62482,train
44505,train
33648,train
39557,train
1512,train
76403,val
29555,train
5904,train
68213,train
62895,train
75,train
59265,train
57558,train
124861,train
124949,train
6565,train
93146,train
30203,train
10366,train
21754,train
57235,train
59590,train
1358,train
26660,train
63993,train
39949,train
18130,train
14754,train
58449,train
64090,train
660,train
7087,test
255,train
14732,test
8354,train
17954,test
29655,train
65478,train
34494,train
59286,train
543,train
54909,train
6945,train
58343,train
5937,train
133808,train
57396,train
42035,train
99414,train
59129,train
116928,train
40972,val
93696,train
121816,train
5867,train
54384,train
96685,train
124459,train
1606,train
78690,test
124617,train
1278,train
8398,train
17809,train
52847,train
26179,val
1932,train
57234,train
41408,test
57247,train
56148,train
77682,train
1279,train
36594,val
23751,train
14158,train
98391,train
3172,train
3777,train
8395,train
14625,test
123322,train
104816,train
124596,train
294,train
74273,train
58102,train
3164,test
17810,train
53916,train
8507,train
27381,train
18920,train
31068,test
5152,train
3191,train
62611,train
223,train
62640,train
13159,train
20556,train
7399,val
62711,train
123195,train
100062,val
8408,train
1135,train
9983,train
129143,train
65215,train
3198,train
107756,train
65041,train
3190,train
90170,train
68452,train
7895,val
6598,train
38643,test
124436,train
52860,train
95790,val
5841,train
8355,test
96663,test
126487,train
694,train
2644,train
26366,train
39619,val
86260,train
9720,train
100434,test
40308,train
119732,train
7063,train
14686,val
20267,train
36606,train
14663,train
128340,train
264,test
33576,test
6127,train
10255,train
1076,test
38691,train
37983,train
122829,train
64046,train
31983,train
59811,test
68397,train
8736,train
63277,train
6140,train
22000,train
49321,train
64199,val
14564,train
123087,train
57825,val
121576,train
12311,train
60688,train
18925,train
218,train
121842,train
2691,train
9904,train
128383,train
41675,train
66796,train
99947,train
63747,train
5827,train
6059,train
36020,train
106416,train
77490,train
20485,val
97284,train
64938,train
26297,train
3166,train
117714,test
47285,train
63994,train
124439,train
46184,train
647,train
8717,train
58743,train
1140,train
1342,train
123918,train
78051,train
4235,train
4224,test
14791,train
104671,val
57272,train
123193,train
8506,train
522,train
39952,train
26291,train
3995,train
26463,train
706,train
2390,train
124609,train
39616,train
24994,train
14172,val
36953,train
117081,train
121829,train
124486,train
14235,train
106163,train
8943,val
97359,train
2719,test
72600,train
46525,train
26651,train
106594,train
24618,train
62885,train
39617,train
22251,train
42059,train
52510,train
26369,train
98313,train
1166,train
31982,train
59851,train
52783,train
57570,test
133728,train
7437,train
40961,train
4987,train
16026,val
102615,train
77930,train
59814,val
4620,train
124597,train
24843,test
14747,train
14523,train
125939,train
121629,val
20286,train
37073,train
37069,train
26139,train
17843,train
2016,val
42680,train
26288,train
6608,train
24346,train
1728,train
14740,val
62631,val
230,train
72404,val
62921,train
20888,train
20552,val
2443,train
11083,val
77392,train
518,train
6582,train
1515,train
1174,train
55637,val
10374,val
6613,train
73780,train
89,train
57846,train
20116,train
50525,train
38402,train
6941,train
14157,test
117688,train
57240,val
8426,train
86536,train
27153,train
106347,test
14563,test
37071,train
68899,test
117641,train
3244,test
36959,train
36822,train
2610,test
523,train
19303,train
24998,train
122700,train
15016,train
123864,train
68445,train
